,datenumber,datestr,Week,inflation,chime,varo,mobilebank
318,2022-06-01,2022-06-01,6/5/2022,91.0,7.285714285714286,1.2857142857142858,11.714285714285714
317,2022-05-31,2022-05-31,6/5/2022,91.0,7.285714285714286,1.2857142857142858,11.714285714285714
316,2022-05-30,2022-05-30,6/5/2022,91.0,7.285714285714286,1.2857142857142858,11.714285714285714
315,2022-05-29,2022-05-29,5/29/2022,49.0,7.428571428571429,1.4285714285714286,12.571428571428571
314,2022-05-28,2022-05-28,5/29/2022,49.0,7.428571428571429,1.4285714285714286,12.571428571428571
313,2022-05-27,2022-05-27,5/29/2022,49.0,7.428571428571429,1.4285714285714286,12.571428571428571
312,2022-05-26,2022-05-26,5/29/2022,49.0,7.428571428571429,1.4285714285714286,12.571428571428571
311,2022-05-25,2022-05-25,5/29/2022,49.0,7.428571428571429,1.4285714285714286,12.571428571428571
310,2022-05-24,2022-05-24,5/29/2022,49.0,7.428571428571429,1.4285714285714286,12.571428571428571
309,2022-05-23,2022-05-23,5/29/2022,49.0,7.428571428571429,1.4285714285714286,12.571428571428571
308,2022-05-22,2022-05-22,5/22/2022,48.0,7.428571428571429,1.4285714285714286,12.0
